file,corpus,in_dt_nn,dt_nn_in,nn_in_dt,dt_jj_nn,in_dt_jj,jj_nn_in,nn_in_nn,nns_in_dt,vbn_in_dt,in_jj_nns,nn_in_jj,in_dt_nns,in_jj_nn,jj_nns_in,dt_nn_nn,in_nn_in,nn_in_nns,dt_nn_vbz,nns_in_nn,dt_nns_in,to_vb_dt,vb_dt_nn,nn_cc_nn,dt_jj_nns,md_vb_vbn,nn_nn_in,in_nns_in,vbz_dt_nn,jj_in_dt,nn_md_vb,vb_vbn_in,nns_in_jj,prp_md_vb,jj_nn_nn,nn_to_vb,rb_in_dt,nn_in_nnp,md_rb_vb,in_nn_cc,nn_in_prp,nn_vbz_vbn,to_vb_in,jj_nn_vbz,in_nn_nn,jj_to_vb,in_dt_nnp,cc_dt_nn,in_prp_nn,jj_jj_nn,dt_nn_cc,prp_vbp_rb,prp_vbp_prp,vbp_rb_vb,prp_vbp_vbn,prp_vbz_rb,prp_md_rb,in_prp_vbp,prp_vbd_rb,prp_vbd_prp,uh_prp_vbp,rb_vb_prp,rb_prp_vbp,prp_vbp_vbg,prp_vbp_dt,to_vb_prp,vbg_to_vb,cc_prp_vbp,dt_nn_rb,md_vb_prp,prp_vbd_dt,prp_vbp_in,dt_nn_prp,cc_prp_vbd,nn_prp_vbp,vbd_dt_nn,vb_in_dt,vb_in_prp,vbp_prp_vb,prp_vbz_dt,md_vb_dt,rb_vb_dt,prp_vbd_in,in_prp_vbd,prp_vbd_vbn,vbd_in_dt,dt_nn_vbd,vbd_in_prp,vbd_to_vb,rb_in_prp,vbd_dt_jj,in_nnp_nnp,vbd_prp_nn,vbd_rb_in,nnp_vbd_rb,vbd_vbn_in,prp_nn_in,prp_jj_nn,in_prp_nns,vbg_in_dt,nn_prp_vbd,vb_dt_jj,vbp_to_vb,vbz_rb_jj,vbp_dt_nn,prp_vbz_jj,vbp_in_prp,nn_vbz_rb,nn_vbz_jj,vbz_jj_in,prp_vbp_to,rb_jj_in,nnp_nnp_nnp,dt_nnp_nnp,nnp_nnp_vbd,nnp_in_nnp,nnp_cc_nnp,nnp_nnp_in,nn_in_cd,nns_in_nnp,nn_nnp_nnp,nnp_pos_nn
aca_EA7_051,aca,273,210,179,135,108,94,65,65,46,49,46,60,39,50,17,42,34,12,31,62,27,22,24,23,22,15,24,7,25,20,18,18,11,6,26,27,63,18,15,40,0,20,1,6,16,14,26,60,20,9,0,0,0,0,6,5,2,14,5,0,2,0,0,0,28,7,0,4,2,7,0,7,1,0,32,10,6,0,1,8,6,13,27,12,19,50,11,22,5,25,45,12,7,2,26,26,28,39,3,7,11,1,6,2,5,1,4,2,5,0,19,16,9,15,37,17,23,12,22,4,27
aca_EA7_052,aca,108,86,96,72,61,65,24,27,34,24,21,25,23,18,8,13,14,4,10,24,13,5,7,14,6,6,9,2,9,2,5,9,4,3,7,7,25,7,5,21,2,5,3,3,10,25,3,13,18,6,1,0,0,0,1,2,1,3,1,0,0,0,0,0,9,0,0,2,2,3,1,2,1,1,16,3,1,0,2,2,4,5,10,11,14,7,1,6,2,12,24,2,2,1,16,13,5,11,4,3,9,2,1,0,8,1,3,0,2,0,2,15,6,2,10,4,5,3,13,1,16
aca_EA7_053,aca,408,383,324,276,202,197,97,110,80,59,81,95,84,80,29,58,50,3,43,113,59,40,18,70,32,27,41,9,29,22,31,26,20,19,47,27,128,22,10,79,1,31,5,8,25,43,22,78,34,22,3,1,2,0,1,6,5,27,21,0,4,0,0,2,22,3,0,14,7,35,1,8,9,0,84,17,5,0,2,17,6,19,37,9,41,56,16,39,10,49,81,24,15,14,47,55,43,54,16,10,25,2,0,2,6,0,1,1,5,0,13,26,22,30,61,25,32,20,51,8,63
aca_ECV_054,aca,259,291,164,168,133,122,141,67,52,48,63,68,71,68,36,43,85,30,58,38,39,31,58,39,33,16,27,52,27,22,35,23,22,7,23,20,13,25,41,20,30,21,28,10,12,4,14,15,13,20,8,1,4,8,16,7,10,0,1,0,2,1,2,5,12,8,1,4,4,3,4,5,0,3,9,16,4,1,23,12,3,0,4,1,1,4,0,3,6,5,30,0,2,0,3,12,8,10,14,0,20,11,16,9,8,1,28,7,10,3,16,6,3,0,6,29,7,5,5,3,19
aca_ECV_055,aca,102,93,68,120,70,90,55,24,17,34,32,20,23,33,11,23,21,17,27,19,34,13,8,22,7,8,10,18,21,7,8,8,10,9,9,15,4,28,7,28,13,13,16,7,8,3,9,19,17,1,8,1,6,5,14,15,13,5,1,0,8,1,4,0,15,8,0,6,3,1,5,3,0,2,3,11,4,1,5,0,10,3,4,2,2,2,1,3,8,7,3,1,0,0,1,4,8,9,8,0,18,13,12,1,11,1,18,6,8,7,18,1,1,0,3,3,3,2,1,1,3
aca_ECV_056,aca,138,116,98,105,77,82,72,36,43,32,32,33,36,36,19,35,43,19,22,26,17,18,47,18,15,13,15,28,8,6,11,17,23,4,15,11,10,16,26,18,15,14,18,5,11,5,9,14,23,13,2,2,0,2,8,8,3,2,3,0,2,0,1,2,6,3,2,7,3,4,4,3,2,0,6,12,2,0,12,9,6,3,6,0,3,4,3,3,4,4,9,2,0,0,4,10,14,7,6,1,10,2,9,7,15,3,9,8,7,2,7,3,3,2,2,3,1,1,7,1,16
aca_ECV_057,aca,212,159,103,65,57,34,73,27,27,20,14,20,18,13,14,21,19,44,12,20,29,27,15,7,13,5,10,37,18,14,19,6,29,3,29,20,10,14,18,28,17,6,7,12,8,2,8,33,5,8,3,3,3,11,19,6,9,2,0,0,3,2,4,2,12,5,1,8,2,0,4,10,0,5,1,3,2,1,8,12,5,2,5,1,4,3,1,2,12,1,6,1,1,0,3,16,11,11,7,1,9,5,10,2,7,1,15,13,10,2,9,3,3,1,1,9,0,1,1,2,7
aca_ECV_058,aca,162,151,87,90,59,47,57,28,21,33,32,34,25,33,20,23,34,46,14,18,25,33,16,13,15,14,10,39,16,12,18,12,51,5,32,17,8,25,14,51,7,38,20,3,27,2,13,25,12,13,26,11,9,7,24,25,41,4,1,0,9,8,2,15,21,4,7,8,11,1,10,8,0,6,4,23,18,0,14,12,11,2,5,0,1,5,3,5,10,0,3,0,3,0,1,12,12,16,7,0,11,9,19,17,8,6,34,15,15,8,22,5,1,0,3,6,1,4,1,1,12
aca_ECV_059,aca,189,198,120,93,63,59,97,28,26,28,39,47,48,35,21,29,30,24,40,44,37,32,71,13,20,7,21,27,23,19,12,15,24,7,16,21,13,22,44,20,14,25,11,8,23,5,14,9,14,17,14,4,8,13,11,12,20,3,0,0,7,3,1,5,6,6,5,6,1,2,7,3,2,0,4,20,6,1,9,13,5,4,8,0,5,0,2,5,5,4,14,1,1,1,1,9,6,15,9,0,17,12,17,10,9,2,15,6,5,10,16,2,3,2,3,5,2,3,3,1,19
aca_EW1_061,aca,555,515,443,410,254,230,148,101,112,83,74,110,67,81,114,80,74,10,52,76,117,85,25,63,60,78,43,11,42,44,46,26,53,34,72,73,112,70,33,78,11,61,5,18,60,141,75,73,39,40,11,6,0,6,9,26,19,53,17,0,8,1,6,7,51,7,5,19,9,61,10,13,51,5,109,51,12,1,5,29,17,39,87,43,50,96,27,61,24,72,95,18,35,40,94,46,26,22,9,18,51,10,5,8,5,3,4,4,3,7,34,64,105,73,45,52,50,60,33,2,42
aca_EW1_062,aca,677,650,462,373,257,249,203,134,134,64,85,130,64,74,111,106,81,8,50,95,114,108,27,89,76,50,40,16,44,56,41,13,61,21,76,77,134,72,44,110,5,59,5,19,56,128,79,78,22,36,11,3,5,8,6,26,11,63,11,0,11,2,3,5,38,13,6,38,13,50,4,15,45,2,146,36,20,1,2,31,27,28,75,56,62,109,25,63,23,68,127,18,30,33,137,54,31,33,19,12,36,1,4,8,10,4,4,3,6,0,39,34,93,90,22,41,54,87,32,5,43
aca_EWW_063,aca,25,15,18,15,5,11,3,4,2,7,6,3,1,6,2,5,2,0,4,2,4,3,7,3,0,0,2,0,2,2,1,1,2,4,3,2,3,1,1,10,0,3,0,1,3,9,1,15,3,4,0,0,0,0,0,1,0,5,0,0,2,0,0,0,1,0,0,2,0,4,0,1,1,0,5,0,3,0,0,1,0,5,3,6,3,4,2,1,0,5,3,2,2,1,3,2,6,3,1,3,2,0,0,0,1,0,1,0,0,0,1,4,2,0,4,5,1,0,3,1,2
aca_EWW_064,aca,25,24,17,13,12,10,10,8,11,11,7,7,8,7,7,3,4,5,9,4,2,1,3,2,4,4,4,1,1,1,2,8,0,2,0,1,7,0,2,1,12,0,3,4,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,3
aca_EWW_065,aca,325,245,228,368,248,155,96,89,82,41,25,78,20,57,121,52,40,65,45,71,27,64,33,56,60,42,24,62,42,41,51,13,105,38,17,48,69,44,29,19,31,14,47,28,19,7,22,8,46,15,29,4,3,14,19,27,37,1,0,0,2,13,3,52,3,0,6,12,4,0,19,7,0,5,3,30,3,0,7,56,17,3,1,0,2,2,0,0,17,0,13,0,0,1,0,1,18,4,5,1,31,7,57,30,20,3,42,39,22,4,15,4,2,0,13,20,7,14,24,1,16
aca_EWW_066,aca,440,312,272,451,300,177,155,117,82,56,37,97,48,76,112,99,58,132,63,95,94,97,37,74,86,67,27,86,47,48,53,12,119,58,41,46,52,67,24,21,59,33,54,34,32,12,26,6,30,15,70,15,12,45,30,35,73,1,2,0,5,22,1,106,13,1,14,19,7,4,50,18,0,26,5,26,7,1,12,45,37,2,5,2,2,6,3,0,17,4,9,1,0,0,2,7,26,5,26,1,50,34,63,62,28,4,75,56,36,16,21,3,1,0,7,10,9,41,15,1,12
aca_F98_067,aca,164,171,130,110,85,75,59,53,30,65,38,42,36,59,18,28,50,14,35,30,26,29,11,34,11,12,21,18,15,20,17,35,12,17,22,13,15,15,8,11,8,22,6,20,13,24,13,13,15,8,0,1,3,4,12,7,5,5,0,0,1,0,1,1,4,5,1,4,2,3,2,2,1,1,11,11,3,0,2,11,6,5,9,2,7,7,2,2,4,2,19,1,2,0,4,3,5,9,5,3,15,5,7,5,3,0,8,1,3,3,6,17,16,1,7,10,7,8,7,2,1
aca_F9V_068,aca,326,233,201,182,123,105,108,67,45,63,57,48,39,59,44,39,28,63,43,38,39,30,30,36,19,14,28,31,40,33,26,16,47,11,31,29,10,23,23,26,28,21,26,15,27,3,14,21,8,18,13,7,3,13,26,9,20,2,1,0,2,4,3,5,11,7,3,8,4,5,11,9,1,5,8,29,3,2,12,17,8,1,2,0,4,4,1,2,5,2,1,0,0,0,3,12,15,6,11,2,26,11,19,10,26,4,37,13,18,8,16,5,1,0,1,10,0,4,2,1,5
aca_F9V_069,aca,603,418,324,291,209,154,175,91,77,54,70,74,41,70,83,74,50,101,57,50,66,90,56,49,48,21,40,66,60,65,42,15,93,25,46,59,36,38,35,39,33,55,32,19,55,7,30,53,30,52,22,2,11,29,17,23,31,12,2,0,9,13,8,13,14,7,6,23,21,9,24,25,0,14,17,53,15,1,22,43,17,13,19,6,11,15,5,9,14,4,12,0,2,1,10,26,15,6,32,8,37,26,17,13,34,13,34,12,26,14,13,11,9,5,3,8,6,15,5,6,14
aca_F9V_070,aca,568,409,308,304,193,142,141,91,88,63,71,48,51,69,106,44,51,80,34,44,68,74,29,38,47,42,53,55,63,51,38,29,105,33,39,42,20,47,13,29,29,38,31,40,24,7,37,47,22,34,27,14,11,33,29,22,26,21,8,3,2,7,15,11,9,12,6,14,6,4,8,14,11,12,14,53,16,0,13,43,15,8,14,7,7,17,4,9,8,3,18,4,11,4,13,12,19,6,31,4,27,9,17,13,13,1,36,9,13,5,25,6,3,2,4,12,1,12,7,0,15
aca_FC1_071,aca,122,98,71,29,14,16,28,11,17,2,3,21,5,5,23,24,5,5,10,11,14,14,4,2,7,10,6,7,8,9,3,0,3,3,9,7,7,4,3,7,4,7,2,2,2,14,3,4,2,3,1,0,0,0,3,0,0,4,0,0,1,0,0,0,2,1,0,6,0,3,1,1,0,0,19,5,2,0,3,1,1,6,10,4,9,21,2,5,3,4,5,0,0,0,8,2,0,0,7,1,2,0,0,0,1,0,0,0,0,0,4,10,14,1,5,4,4,21,2,0,1
aca_FEF_072,aca,27,24,15,28,14,12,11,3,2,3,3,6,5,3,4,4,7,3,2,1,7,5,2,8,2,1,3,1,3,4,6,2,10,5,5,8,3,7,2,2,1,3,4,2,1,0,0,3,3,0,2,1,0,4,0,3,4,1,0,0,0,2,1,1,1,0,1,1,1,4,2,3,0,2,2,4,0,0,1,6,2,0,2,1,1,0,0,1,1,3,1,0,0,1,0,2,0,1,2,1,9,0,1,1,0,2,4,0,0,1,4,1,0,0,1,1,1,0,0,0,2
aca_FEF_073,aca,363,267,237,287,164,103,113,54,56,25,24,55,29,35,101,31,25,62,15,34,39,69,12,38,29,60,14,32,37,30,26,11,60,38,13,32,16,48,14,20,32,13,37,33,14,3,20,14,6,18,23,2,1,20,10,36,28,2,1,0,5,14,7,17,8,7,8,14,8,3,10,8,0,15,7,27,9,1,3,24,19,3,7,1,6,2,0,1,10,2,1,1,0,0,2,6,10,1,14,0,38,17,17,11,8,0,34,28,18,13,20,1,1,0,4,9,0,17,2,1,25
aca_FEF_074,aca,284,186,224,303,180,120,55,27,48,33,25,50,24,15,105,17,16,46,14,30,28,49,9,40,35,49,12,45,23,32,26,14,61,40,12,28,17,22,10,12,29,11,43,11,13,2,18,8,26,15,19,0,6,7,10,18,26,3,1,0,1,6,2,19,3,5,4,9,2,1,11,19,1,16,4,34,1,0,5,33,14,2,2,1,3,1,1,2,9,0,1,0,3,0,2,3,7,0,18,1,44,15,17,11,11,2,26,30,21,10,14,0,1,0,1,5,0,11,3,1,19
aca_FEF_075,aca,318,184,210,289,181,108,71,39,74,13,16,33,15,23,91,28,19,48,11,19,30,57,18,19,36,42,4,34,35,41,30,3,51,24,12,31,14,28,12,16,37,13,44,30,11,1,16,5,18,16,15,5,6,4,12,12,27,0,2,0,2,5,1,15,2,1,2,5,0,0,9,9,0,11,2,32,3,0,6,32,16,3,3,0,3,2,1,2,1,0,1,0,0,0,2,3,7,2,33,1,36,13,13,17,10,1,12,25,19,13,12,1,0,0,1,3,0,17,4,0,12
aca_FPG_076,aca,610,410,338,397,231,149,101,135,171,76,63,104,91,57,179,48,158,130,60,64,105,110,51,34,143,127,86,61,47,149,125,29,59,100,44,46,14,65,21,18,85,24,46,49,47,4,49,17,23,29,12,0,6,7,35,11,15,0,0,0,2,1,1,7,6,1,1,13,3,2,3,12,0,7,4,46,5,1,9,56,18,0,3,3,8,10,2,0,4,2,3,0,3,1,6,5,4,2,12,2,44,23,53,18,21,0,48,31,21,4,33,2,0,1,2,10,0,43,4,0,0
aca_FPG_077,aca,567,340,324,329,192,140,114,135,135,48,50,69,81,50,192,44,94,123,47,39,61,78,29,32,108,76,56,50,59,131,82,16,35,114,65,44,17,50,14,19,87,24,46,42,40,9,29,9,24,17,6,0,10,7,19,10,19,1,0,0,3,0,1,0,9,4,1,16,3,0,5,7,0,1,3,37,6,0,11,48,14,2,6,7,4,6,2,3,5,2,0,0,2,1,7,3,3,1,21,1,36,9,40,9,22,1,54,28,27,0,33,4,4,0,1,8,0,24,6,0,2
aca_FPG_078,aca,145,115,75,104,58,35,28,32,49,26,23,18,14,18,37,7,33,36,14,15,26,25,9,14,22,18,12,14,11,21,20,8,4,14,13,10,6,13,1,3,22,11,19,10,11,2,12,2,3,9,1,0,0,3,5,2,3,2,0,0,2,0,1,0,1,3,2,5,0,2,0,2,0,0,3,9,4,0,2,8,5,0,3,2,0,4,0,0,2,3,1,0,0,0,3,2,2,0,3,1,15,3,13,5,3,0,15,7,5,0,6,7,2,0,1,7,0,6,2,0,0
aca_FSS_079,aca,660,479,389,230,156,167,152,62,114,48,74,92,92,28,44,104,58,95,37,45,42,43,47,26,37,27,31,46,62,46,39,19,33,22,47,49,76,50,32,77,34,25,19,13,21,31,33,78,10,52,4,0,1,5,22,18,5,8,4,0,4,0,0,0,13,2,0,17,5,5,2,8,6,2,41,34,5,0,7,14,12,10,14,15,30,71,7,13,8,14,100,6,9,3,52,22,17,11,27,3,23,3,30,3,22,0,38,16,27,1,28,91,27,25,15,7,19,12,7,1,12
aca_FSS_080,aca,217,139,100,42,33,25,62,17,37,16,9,19,23,18,13,44,22,48,10,9,13,18,10,19,12,6,7,24,18,16,14,8,19,2,19,14,10,7,7,15,16,13,5,12,12,5,19,14,2,27,0,0,0,1,4,2,3,2,0,0,0,0,0,0,5,1,0,11,1,4,0,2,1,0,16,13,1,0,8,7,3,3,2,1,10,24,2,3,8,2,7,0,2,1,8,5,2,4,9,0,5,0,8,1,4,0,15,7,11,0,8,9,4,1,1,1,2,4,1,0,0
aca_FSS_081,aca,482,369,341,199,118,132,173,62,75,27,38,134,55,27,34,122,58,87,42,51,53,61,26,12,37,27,26,52,37,45,32,5,40,9,64,33,39,35,29,78,26,43,21,7,31,7,33,52,5,39,6,4,2,5,16,11,9,6,1,0,5,0,0,1,39,4,2,18,13,8,1,8,5,1,27,36,6,0,11,23,12,3,15,13,12,49,5,10,8,11,27,2,4,4,23,23,6,5,13,4,17,3,17,7,12,1,38,25,17,1,15,24,7,11,9,9,7,4,10,1,17
aca_FSS_082,aca,677,540,432,261,180,152,244,89,115,72,87,104,81,56,95,173,52,99,61,75,96,112,63,28,58,41,45,65,55,79,55,21,43,18,90,45,99,73,56,65,38,59,29,23,53,36,38,50,21,51,8,1,2,3,29,19,8,17,1,0,9,1,0,1,40,6,1,32,6,2,3,12,6,4,38,38,7,0,13,33,21,6,31,22,28,45,13,22,10,13,61,3,6,5,33,34,13,21,27,4,31,2,33,5,30,4,46,22,28,0,26,77,27,17,28,29,12,14,18,2,26
aca_FT1_083,aca,121,89,81,92,52,77,68,27,26,42,58,17,70,34,31,24,32,15,25,17,16,13,30,5,20,24,25,11,10,29,14,39,8,32,16,8,4,13,24,7,8,9,22,15,19,8,11,8,26,9,2,0,0,2,2,3,0,1,1,0,1,0,0,1,3,2,4,2,0,0,0,2,0,1,5,7,4,0,3,9,0,1,3,0,4,11,1,1,0,4,2,1,0,2,8,3,4,2,2,0,5,7,9,3,5,0,11,10,5,3,13,7,5,1,1,3,0,9,5,0,5
aca_FT1_084,aca,235,194,199,199,122,200,190,80,96,96,132,61,152,81,64,108,86,21,94,36,47,38,47,19,36,67,78,11,31,37,38,81,2,41,29,10,21,16,43,12,26,17,21,105,30,18,26,25,45,18,1,1,5,3,5,2,4,5,1,0,4,0,0,4,3,3,1,1,1,9,0,2,1,3,22,3,1,0,2,6,6,1,6,5,11,46,1,6,1,21,9,1,2,4,98,7,12,5,13,4,18,4,8,8,4,0,10,16,13,1,23,21,16,1,5,3,3,82,5,1,3
aca_FT1_085,aca,69,55,27,28,15,38,48,33,22,18,31,13,26,18,21,18,27,6,22,11,7,11,16,6,9,14,9,5,6,6,4,9,3,11,7,2,1,4,9,3,1,3,2,19,6,7,7,7,9,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,2,2,5,0,0,1,4,15,1,0,1,4,4,3,1,0,29,0,3,3,1,0,2,0,0,0,2,0,1,4,2,0,1,3,7,2,0,0,0,12,3,0,0
aca_FT1_086,aca,262,219,164,197,134,122,125,63,58,82,67,41,75,69,76,50,43,56,59,33,43,41,38,33,33,31,30,31,34,35,28,41,17,35,37,23,13,36,20,24,30,26,27,59,25,14,25,29,27,17,6,0,7,8,10,7,11,9,3,0,0,2,3,6,10,8,3,8,6,5,3,5,4,3,6,21,4,0,6,21,14,5,7,10,12,10,7,6,3,6,6,1,2,4,18,13,11,7,10,4,24,11,11,6,10,1,27,25,11,2,14,8,13,6,1,4,2,13,5,2,6
aca_FT1_087,aca,381,296,309,319,218,232,196,102,99,127,138,78,154,84,87,104,59,51,62,46,78,68,60,38,29,71,49,29,46,47,27,60,17,79,53,24,25,41,37,35,36,44,39,62,39,41,37,34,48,31,16,3,9,16,20,12,10,13,2,0,4,0,2,5,16,6,5,10,5,7,13,4,1,1,16,34,8,0,7,25,12,9,11,13,22,32,11,6,5,22,27,2,8,2,50,16,15,17,16,6,32,14,22,17,11,1,29,24,14,1,20,56,28,8,14,19,12,29,5,3,9
aca_HRG_088,aca,275,185,190,231,149,122,105,61,88,56,52,42,44,50,101,45,21,54,35,27,32,34,18,36,66,44,25,35,32,44,70,18,14,58,14,26,8,28,14,2,31,15,35,18,8,16,33,6,26,26,0,0,3,4,6,4,3,0,0,0,1,3,1,1,1,1,1,5,1,2,0,1,0,0,5,19,2,0,6,14,6,1,3,1,2,2,0,0,1,2,6,0,1,0,4,0,2,1,8,0,20,7,15,2,5,0,26,23,18,2,11,0,0,0,0,7,1,10,4,1,4
aca_HRG_089,aca,390,218,246,199,115,95,109,53,108,38,33,26,42,29,142,45,21,70,20,15,19,19,33,22,70,63,19,55,37,45,42,12,4,51,22,13,14,11,15,3,46,15,24,26,12,12,38,3,23,35,2,0,3,0,1,3,0,0,0,0,0,0,0,1,2,1,0,4,0,1,1,1,1,1,1,18,2,0,5,7,3,2,0,0,5,1,0,1,2,1,6,0,1,0,3,2,4,2,13,1,10,1,8,5,3,0,27,22,19,0,6,3,2,0,1,5,5,12,1,1,0
aca_HRG_090,aca,179,105,113,95,66,39,33,30,50,23,19,19,24,19,69,13,13,41,16,13,14,10,13,14,42,30,12,26,24,32,29,10,2,19,10,5,2,11,7,2,24,3,12,16,5,3,13,1,9,11,1,0,1,2,2,2,4,0,0,0,1,0,0,1,2,1,1,0,2,0,1,3,0,0,2,12,0,0,1,6,1,1,0,0,2,0,0,0,0,0,3,0,0,0,3,1,0,1,5,0,5,2,7,1,3,0,11,16,6,0,2,0,0,0,1,4,0,13,1,0,0
aca_HRG_091,aca,260,160,180,136,97,81,50,51,64,30,41,44,46,20,72,16,25,52,13,24,22,23,10,22,24,28,18,34,23,25,25,13,4,28,13,18,1,11,5,1,38,11,31,18,10,5,14,1,21,14,3,0,0,3,3,2,2,0,0,0,0,0,0,0,1,1,2,9,0,0,1,0,0,0,4,17,0,0,1,9,3,0,0,0,1,2,0,3,0,1,8,0,2,0,1,0,1,3,13,0,14,3,7,4,3,2,25,17,8,0,5,2,1,0,1,2,5,4,3,2,0
aca_HRG_092,aca,455,256,269,251,160,116,87,77,102,39,46,33,47,41,174,32,26,90,23,23,33,30,18,23,61,76,21,58,44,55,50,8,10,52,35,34,31,19,11,10,73,20,49,25,20,14,19,8,28,23,1,0,1,1,6,3,3,0,0,0,1,0,0,4,4,1,0,8,0,1,0,1,0,1,2,22,0,0,6,13,3,1,1,1,2,2,0,1,2,0,15,0,0,0,4,3,6,2,15,1,13,4,14,6,4,0,37,33,27,0,13,3,4,2,1,8,0,20,6,2,0
aca_HRG_093,aca,401,229,246,252,185,92,104,49,147,56,36,29,37,45,150,37,21,82,22,13,32,33,47,29,79,63,22,59,45,51,61,16,13,47,19,28,6,22,16,4,91,15,49,28,17,7,42,5,27,53,3,0,1,0,6,5,2,0,0,0,1,0,0,0,2,1,0,9,2,0,0,5,1,0,3,20,1,1,3,9,4,1,1,2,0,5,0,1,3,1,3,0,2,0,4,1,6,0,10,0,12,3,12,3,7,0,37,29,22,0,12,3,2,0,4,8,1,10,5,1,6
aca_HWV_094,aca,219,163,121,127,107,127,148,76,84,60,91,48,121,83,59,90,59,6,100,28,23,27,49,24,19,54,59,6,23,17,12,64,0,78,7,11,82,16,35,9,6,12,4,55,19,32,17,7,38,10,0,0,0,3,0,3,1,3,1,0,1,0,0,1,0,1,1,1,0,9,3,0,0,0,19,7,1,0,0,10,8,8,14,4,9,29,1,4,1,32,5,0,4,2,104,2,2,3,1,0,7,0,1,4,4,1,6,4,8,0,11,12,6,1,2,23,4,74,39,3,1
aca_HWV_095,aca,16,7,9,11,15,13,10,7,6,8,4,0,8,12,3,8,2,1,10,3,1,2,5,0,1,3,8,0,3,1,1,6,0,4,0,0,8,0,1,0,2,0,0,1,0,4,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,3,1,5,16,2,0
aca_HWV_096,aca,19,13,13,19,12,11,7,3,4,6,4,5,4,5,12,1,8,0,5,0,2,1,3,1,1,7,3,2,4,4,1,2,0,7,3,0,2,7,2,0,2,0,5,5,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,0,0,1,2,1,0,0,1,1,0,0,1,0,1,1,0,0
aca_HWV_097,aca,57,57,45,54,38,64,33,19,14,34,56,10,43,28,21,19,24,4,25,6,7,8,15,12,9,14,14,6,2,12,5,22,5,25,3,3,9,4,12,1,8,4,9,13,7,1,8,0,29,3,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,5,3,0,1,1,5,2,0,1,1,1,3,0,1,0,5,0,0,0,0,14,2,2,1,0,0,6,2,2,1,1,0,7,2,1,1,3,4,1,1,0,4,0,21,1,0,0
aca_HWV_098,aca,92,82,55,90,46,43,39,24,28,34,34,13,37,26,22,18,27,41,8,8,17,19,14,17,28,10,15,18,20,26,21,14,5,29,7,2,17,9,8,2,9,10,13,8,12,7,7,3,15,9,2,0,7,2,5,3,5,1,0,0,1,0,0,4,3,0,0,3,1,1,3,1,0,3,6,8,3,0,1,16,6,0,0,1,6,2,0,0,0,1,1,0,1,0,4,4,0,4,1,0,15,6,6,6,2,0,12,15,6,1,6,10,4,1,1,3,1,1,8,0,2
aca_HWV_099,aca,51,55,56,30,18,60,47,11,12,11,55,6,53,11,13,18,4,5,14,7,6,6,27,5,9,15,6,3,4,11,6,14,2,11,8,5,10,1,21,0,6,2,9,10,6,3,5,0,34,5,3,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,1,1,0,1,0,5,0,0,0,1,3,1,0,0,1,0,3,0,1,0,5,4,0,0,0,7,0,1,0,1,0,4,0,2,3,1,0,2,6,1,0,4,6,5,0,3,1,3,6,2,0,0
aca_HWV_100,aca,61,71,53,54,45,31,39,12,21,24,34,16,30,18,17,21,21,11,15,9,8,10,23,14,14,12,14,14,11,19,9,19,1,31,4,8,4,6,14,2,6,2,6,16,2,5,7,1,20,7,1,0,5,0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,6,0,0,2,4,3,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,2,0,3,0,3,1,1,5,4,0,5,3,7,0,1,0,1,0,0,3,0,5,2,0,0
aca_HWV_101,aca,46,36,32,52,26,36,23,9,15,15,22,11,24,9,11,10,3,8,3,5,6,4,5,2,8,5,2,7,4,4,5,9,9,15,4,3,3,5,5,3,5,3,6,2,6,3,2,4,5,3,2,0,1,1,2,3,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,1,5,0,0,2,3,1,0,1,2,4,7,0,0,0,5,9,0,0,0,4,1,3,0,4,0,8,2,3,0,0,0,3,5,0,0,5,23,3,3,6,14,6,2,2,0,1
